"TIPO_DATO_AVQ","Tipo dato","MISURA_AVQ","Misura","SEXISTAT1","Sesso","ETA1","Classe di età","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","THV","valori in migliaia","1","maschi","Y45-54","45-54 anni","2018","2018",574,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE0","0 anni e più","2018","2018",12.6,,
"0_GOOD_H","persone in buona salute","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y15-17","15-17 anni","2018","2018",92.6,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","THV","valori in migliaia","2","femmine","Y65-74","65-74 anni","2018","2018",173,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","THV","valori in migliaia","9","totale","Y_GE0","0 anni e più","2018","2018",9887,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y65-74","65-74 anni","2018","2018",15.1,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","THV","valori in migliaia","2","femmine","Y15-17","15-17 anni","2018","2018",7,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y25-34","25-34 anni","2018","2018",0.9,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","THV","valori in migliaia","2","femmine","Y15-17","15-17 anni","2018","2018",99,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y60-64","60-64 anni","2018","2018",5.5,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE0","0 anni e più","2018","2018",18.1,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","THV","valori in migliaia","1","maschi","Y65-74","65-74 anni","2018","2018",353,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-34","25-34 anni","2018","2018",18.9,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y45-54","45-54 anni","2018","2018",1.3,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","THV","valori in migliaia","2","femmine","Y45-54","45-54 anni","2018","2018",575,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y65-74","65-74 anni","2018","2018",12.3,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2018","2018",2512,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2018","2018",9,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2018","2018",1.9,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y60-64","60-64 anni","2018","2018",7.3,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2018","2018",91,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y45-54","45-54 anni","2018","2018",2.3,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","THV","valori in migliaia","2","femmine","Y65-74","65-74 anni","2018","2018",1165,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y25-34","25-34 anni","2018","2018",14,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y45-54","45-54 anni","2018","2018",15.3,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y65-74","65-74 anni","2018","2018",76.3,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","THV","valori in migliaia","1","maschi","Y0-14","0-14 anni","2018","2018",310,,
"0_GOOD_H","persone in buona salute","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y0-14","0-14 anni","2018","2018",95.4,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y20-24","20-24 anni","2018","2018",19.3,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","THV","valori in migliaia","1","maschi","Y35-44","35-44 anni","2018","2018",1035,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","THV","valori in migliaia","1","maschi","Y60-64","60-64 anni","2018","2018",1041,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","THV","valori in migliaia","1","maschi","Y15-17","15-17 anni","2018","2018",5,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2018","2018",44.8,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE75","75 anni e più","2018","2018",21.8,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2018","2018",618,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2018","2018",1253,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2018","2018",1,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y15-17","15-17 anni","2018","2018",0.8,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y55-59","55-59 anni","2018","2018",4.8,,
"0_GOOD_H","persone in buona salute","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2018","2018",2550,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2018","2018",10.2,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE75","75 anni e più","2018","2018",72.9,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y0-14","0-14 anni","2018","2018",1.6,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","THV","valori in migliaia","2","femmine","Y15-17","15-17 anni","2018","2018",11,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y35-44","35-44 anni","2018","2018",5.4,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","THV","valori in migliaia","1","maschi","Y_GE75","75 anni e più","2018","2018",541,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2018","2018",611,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","THV","valori in migliaia","1","maschi","Y60-64","60-64 anni","2018","2018",502,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","THV","valori in migliaia","2","femmine","Y18-19","18-19 anni","2018","2018",1,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE75","75 anni e più","2018","2018",9,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","THV","valori in migliaia","1","maschi","Y20-24","20-24 anni","2018","2018",13,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y35-44","35-44 anni","2018","2018",24.8,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2018","2018",19.4,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y15-17","15-17 anni","2018","2018",2,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","THV","valori in migliaia","2","femmine","Y0-14","0-14 anni","2018","2018",250,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y55-59","55-59 anni","2018","2018",57.2,,
"0_GOOD_H","persone in buona salute","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2018","2018",6674,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y60-64","60-64 anni","2018","2018",57.9,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y0-14","0-14 anni","2018","2018",2.8,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","THV","valori in migliaia","1","maschi","Y18-19","18-19 anni","2018","2018",0,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y18-19","18-19 anni","2018","2018",2.7,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2018","2018",162,,
"0_GOOD_H","persone in buona salute","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y0-14","0-14 anni","2018","2018",96,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2018","2018",2251,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2018","2018",622,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y65-74","65-74 anni","2018","2018",43,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","THV","valori in migliaia","9","totale","Y20-24","20-24 anni","2018","2018",79,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2018","2018",5076,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2018","2018",145,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","THV","valori in migliaia","1","maschi","Y18-19","18-19 anni","2018","2018",2,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y20-24","20-24 anni","2018","2018",0.3,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE0","0 anni e più","2018","2018",4.7,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","THV","valori in migliaia","2","femmine","Y_GE0","0 anni e più","2018","2018",1852,,
"0_GOOD_H","persone in buona salute","THV","valori in migliaia","1","maschi","Y65-74","65-74 anni","2018","2018",1427,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","THV","valori in migliaia","2","femmine","Y18-19","18-19 anni","2018","2018",4,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y60-64","60-64 anni","2018","2018",9.6,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","THV","valori in migliaia","2","femmine","Y35-44","35-44 anni","2018","2018",69,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","THV","valori in migliaia","9","totale","Y_GE0","0 anni e più","2018","2018",4897,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y65-74","65-74 anni","2018","2018",44.7,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y25-34","25-34 anni","2018","2018",70.1,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y60-64","60-64 anni","2018","2018",33.4,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2018","2018",205,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2018","2018",6,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y65-74","65-74 anni","2018","2018",43.8,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","THV","valori in migliaia","9","totale","Y15-17","15-17 anni","2018","2018",64,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","THV","valori in migliaia","2","femmine","Y45-54","45-54 anni","2018","2018",82,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE0","0 anni e più","2018","2018",2,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","THV","valori in migliaia","1","maschi","Y_GE75","75 anni e più","2018","2018",1610,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","THV","valori in migliaia","9","totale","Y45-54","45-54 anni","2018","2018",403,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2018","2018",0.7,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y45-54","45-54 anni","2018","2018",2.9,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE0","0 anni e più","2018","2018",5.8,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","THV","valori in migliaia","9","totale","Y0-14","0-14 anni","2018","2018",0,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y20-24","20-24 anni","2018","2018",15.4,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y60-64","60-64 anni","2018","2018",3.5,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","THV","valori in migliaia","9","totale","Y_GE0","0 anni e più","2018","2018",10461,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2018","2018",881,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","THV","valori in migliaia","1","maschi","Y45-54","45-54 anni","2018","2018",961,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","THV","valori in migliaia","1","maschi","Y18-19","18-19 anni","2018","2018",0,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE0","0 anni e più","2018","2018",39.1,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y18-19","18-19 anni","2018","2018",0.5,,
"0_GOOD_H","persone in buona salute","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2018","2018",904,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y20-24","20-24 anni","2018","2018",0.4,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","THV","valori in migliaia","2","femmine","Y15-17","15-17 anni","2018","2018",140,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","THV","valori in migliaia","2","femmine","Y18-19","18-19 anni","2018","2018",11,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","THV","valori in migliaia","1","maschi","Y65-74","65-74 anni","2018","2018",866,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y55-59","55-59 anni","2018","2018",54.1,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2018","2018",2612,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE0","0 anni e più","2018","2018",5.6,,
"0_GOOD_H","persone in buona salute","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE75","75 anni e più","2018","2018",26.2,,
"0_GOOD_H","persone in buona salute","THV","valori in migliaia","1","maschi","Y0-14","0-14 anni","2018","2018",3968,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y15-17","15-17 anni","2018","2018",16.1,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","THV","valori in migliaia","2","femmine","Y45-54","45-54 anni","2018","2018",757,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-34","25-34 anni","2018","2018",0.3,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2018","2018",43.3,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","THV","valori in migliaia","2","femmine","Y35-44","35-44 anni","2018","2018",330,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y45-54","45-54 anni","2018","2018",2.7,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2018","2018",63,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","THV","valori in migliaia","9","totale","Y45-54","45-54 anni","2018","2018",221,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2018","2018",25.9,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","THV","valori in migliaia","1","maschi","Y_GE75","75 anni e più","2018","2018",284,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","THV","valori in migliaia","9","totale","Y15-17","15-17 anni","2018","2018",37,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2018","2018",85,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2018","2018",260,,
"0_GOOD_H","persone in buona salute","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2018","2018",1051,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y15-17","15-17 anni","2018","2018",0.4,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE75","75 anni e più","2018","2018",10.2,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y35-44","35-44 anni","2018","2018",62.6,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y15-17","15-17 anni","2018","2018",2.4,,
"0_GOOD_H","persone in buona salute","THV","valori in migliaia","2","femmine","Y35-44","35-44 anni","2018","2018",3271,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2018","2018",50.9,,
"0_GOOD_H","persone in buona salute","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y20-24","20-24 anni","2018","2018",86.9,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","THV","valori in migliaia","1","maschi","Y15-17","15-17 anni","2018","2018",125,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2018","2018",1966,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y55-59","55-59 anni","2018","2018",26.3,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE75","75 anni e più","2018","2018",86.9,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","THV","valori in migliaia","1","maschi","Y_GE75","75 anni e più","2018","2018",508,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y0-14","0-14 anni","2018","2018",0,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","THV","valori in migliaia","2","femmine","Y_GE0","0 anni e più","2018","2018",7795,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","THV","valori in migliaia","1","maschi","Y60-64","60-64 anni","2018","2018",42,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y18-19","18-19 anni","2018","2018",3.7,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2018","2018",7.3,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y55-59","55-59 anni","2018","2018",3.8,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","THV","valori in migliaia","2","femmine","Y18-19","18-19 anni","2018","2018",0,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y0-14","0-14 anni","2018","2018",7.8,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","THV","valori in migliaia","1","maschi","Y20-24","20-24 anni","2018","2018",40,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y18-19","18-19 anni","2018","2018",0.3,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2018","2018",265,,
"0_GOOD_H","persone in buona salute","THV","valori in migliaia","1","maschi","Y_GE0","0 anni e più","2018","2018",21260,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2018","2018",37,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","THV","valori in migliaia","1","maschi","Y_GE75","75 anni e più","2018","2018",228,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","THV","valori in migliaia","9","totale","Y_GE0","0 anni e più","2018","2018",24564,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","THV","valori in migliaia","9","totale","Y0-14","0-14 anni","2018","2018",705,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y20-24","20-24 anni","2018","2018",0.8,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","THV","valori in migliaia","1","maschi","Y35-44","35-44 anni","2018","2018",225,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y45-54","45-54 anni","2018","2018",13.6,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","THV","valori in migliaia","1","maschi","Y45-54","45-54 anni","2018","2018",398,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE0","0 anni e più","2018","2018",21.3,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","THV","valori in migliaia","2","femmine","Y15-17","15-17 anni","2018","2018",13,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2018","2018",425,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y45-54","45-54 anni","2018","2018",4.6,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y15-17","15-17 anni","2018","2018",2.7,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","THV","valori in migliaia","1","maschi","Y65-74","65-74 anni","2018","2018",254,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","THV","valori in migliaia","2","femmine","Y45-54","45-54 anni","2018","2018",197,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2018","2018",473,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2018","2018",18,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y65-74","65-74 anni","2018","2018",6,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y45-54","45-54 anni","2018","2018",14.5,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y65-74","65-74 anni","2018","2018",46.2,,
"0_GOOD_H","persone in buona salute","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2018","2018",31.5,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2018","2018",0.3,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2018","2018",437,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y45-54","45-54 anni","2018","2018",4.2,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","THV","valori in migliaia","2","femmine","Y65-74","65-74 anni","2018","2018",1565,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y25-34","25-34 anni","2018","2018",1.2,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y45-54","45-54 anni","2018","2018",2.1,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","THV","valori in migliaia","2","femmine","Y_GE0","0 anni e più","2018","2018",3904,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","THV","valori in migliaia","9","totale","Y45-54","45-54 anni","2018","2018",271,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y65-74","65-74 anni","2018","2018",9.4,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y60-64","60-64 anni","2018","2018",2.8,,
